Tiempo ,CONTROL,REI,VELOCIDAD,ANGULO,REFERENCIA,PERTURBACION
-0.4,0.0,0.0,0.0,0.0,0.0,0.0
-0.38,0.0,0.0,0.0,0.0,0.0,0.0
-0.36,0.0,0.0,0.0,0.0,0.0,0.0
-0.34,0.0,0.0,0.0,0.0,0.0,0.0
-0.32,0.0,0.0,0.0,0.0,0.0,0.0
-0.3,0.0,0.0,0.0,0.0,0.0,0.0
-0.28,0.0,0.0,0.0,0.0,0.0,0.0
-0.26,0.0,0.0,0.0,0.0,0.0,0.0
-0.24,0.0,0.0,0.0,0.0,0.0,0.0
-0.22,0.0,0.0,0.0,0.0,0.0,0.0
-0.2,0.0,0.0,0.0,0.0,0.0,0.0
-0.18,0.0,0.0,0.0,0.0,0.0,0.0
-0.16,0.0,0.0,0.0,0.0,0.0,0.0
-0.14,0.0,0.0,0.0,0.0,0.0,0.0
-0.12,0.0,0.0,0.0,0.0,0.0,0.0
-0.1,0.0,0.0,0.0,0.0,0.0,0.0
-0.08,0.0,0.0,0.0,0.0,0.0,0.0
-0.06,0.0,0.0,0.0,0.0,0.0,0.0
-0.04,0.0,0.0,0.0,0.0,0.0,0.0
-0.02,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.256,0.66,0.047,0.0,0.0
0.02,0.0,-0.412,1.015,0.047,0.0,0.0
0.04,0.0,-0.141,0.425,0.045,0.6,0.0
0.06,0.045,0.045,0.031,0.044,0.6,0.0
0.08,0.114,0.114,-0.097,0.042,0.6,0.0
0.1,0.134,0.134,-0.109,0.04,0.6,0.0
0.12,0.152,0.152,-0.124,0.037,0.6,0.0
0.14,0.169,0.169,-0.13,0.035,0.6,0.0
0.16,0.182,0.182,-0.132,0.031,0.6,0.0
0.18,0.206,0.206,-0.158,0.028,0.6,0.0
0.2,0.225,0.225,-0.172,0.024,0.6,0.0
0.22,0.229,0.229,-0.149,0.023,0.6,0.0
0.24,0.246,0.246,-0.161,0.017,0.6,0.0
0.26,0.275,0.275,-0.197,0.014,0.6,0.0
0.28,0.285,0.285,-0.189,0.01,0.6,0.0
0.3,0.294,0.294,-0.179,0.007,0.6,0.0
0.32,0.305,0.305,-0.175,0.003,0.6,0.0
0.34,0.318,0.318,-0.174,-0.0,0.6,0.0
0.36,0.332,0.332,-0.174,-0.003,0.6,0.0
0.38,0.346,0.346,-0.174,-0.007,0.6,0.0
0.4,0.37,0.37,-0.201,-0.012,0.6,0.0
0.42,0.379,0.379,-0.189,-0.014,0.6,0.0
0.44,0.377,0.377,-0.152,-0.017,0.6,0.0
0.46,0.395,0.395,-0.16,-0.021,0.6,0.0
0.48,0.413,0.413,-0.17,-0.024,0.6,0.0
0.5,0.419,0.419,-0.148,-0.026,0.6,0.0
0.52,0.417,0.417,-0.108,-0.028,0.6,0.0
0.54,0.424,0.424,-0.09,-0.03,0.6,0.0
0.56,0.438,0.438,-0.086,-0.031,0.6,0.0
0.58,0.444,0.444,-0.06,-0.031,0.6,0.0
0.6,0.443,0.443,-0.02,-0.031,0.6,0.0
0.62,0.452,0.452,-0.002,-0.031,0.6,0.0
0.64,0.457,0.457,0.028,-0.03,0.6,0.0
0.66,0.457,0.457,0.068,-0.028,0.6,0.0
0.68,0.468,0.468,0.085,-0.026,0.6,0.0
0.7,0.474,0.474,0.115,-0.023,0.6,0.0
0.72,0.465,0.465,0.182,-0.017,0.6,0.0
0.74,0.47,0.47,0.213,-0.014,0.6,0.0
0.76,0.487,0.487,0.221,-0.009,0.6,0.0
0.78,0.485,0.485,0.273,-0.002,0.6,0.0
0.8,0.482,0.482,0.327,0.005,0.6,0.0
0.82,0.494,0.494,0.348,0.012,0.6,0.0
0.84,0.502,0.502,0.378,0.021,0.6,0.0
0.86,0.506,0.506,0.418,0.03,0.6,0.0
0.88,0.52,0.52,0.435,0.038,0.6,0.0
0.9,0.529,0.529,0.464,0.049,0.6,0.0
0.92,0.534,0.534,0.505,0.059,0.6,0.0
0.94,0.548,0.548,0.522,0.07,0.6,0.0
0.96,0.568,0.568,0.525,0.08,0.6,0.0
0.98,0.579,0.579,0.551,0.093,0.6,0.0
1.0,0.583,0.583,0.591,0.105,0.6,0.0
1.02,0.597,0.597,0.609,0.117,0.6,0.0
1.04,0.617,0.617,0.613,0.129,0.6,0.0
1.06,0.638,0.638,0.612,0.141,0.6,0.0
1.08,0.659,0.659,0.611,0.154,0.6,0.0
1.1,0.68,0.68,0.611,0.166,0.6,0.0
1.12,0.7,0.7,0.611,0.178,0.6,0.0
1.14,0.719,0.719,0.611,0.19,0.6,0.0
1.16,0.739,0.739,0.611,0.202,0.6,0.0
1.18,0.758,0.758,0.611,0.215,0.6,0.0
1.2,0.787,0.787,0.584,0.225,0.6,0.0
1.22,0.812,0.812,0.57,0.237,0.6,0.0
1.24,0.83,0.83,0.566,0.248,0.6,0.0
1.26,0.858,0.858,0.54,0.258,0.6,0.0
1.28,0.881,0.881,0.526,0.269,0.6,0.0
1.3,0.909,0.909,0.496,0.278,0.6,0.0
1.32,0.931,0.931,0.482,0.288,0.6,0.0
1.34,0.947,0.947,0.479,0.297,0.6,0.0
1.36,0.983,0.983,0.426,0.304,0.6,0.0
1.38,1.009,1.009,0.398,0.312,0.6,0.0
1.4,1.024,1.024,0.391,0.319,0.6,0.0
1.42,1.048,1.048,0.365,0.326,0.6,0.0
1.44,1.076,1.076,0.325,0.332,0.6,0.0
1.46,1.096,1.096,0.308,0.339,0.6,0.0
1.48,1.108,1.108,0.304,0.344,0.6,0.0
1.5,1.13,1.13,0.278,0.349,0.6,0.0
1.52,1.146,1.146,0.264,0.354,0.6,0.0
1.54,1.168,1.168,0.235,0.358,0.6,0.0
1.56,1.185,1.185,0.22,0.363,0.6,0.0
1.58,1.195,1.195,0.217,0.367,0.6,0.0
1.6,1.215,1.215,0.191,0.37,0.6,0.0
1.62,1.229,1.229,0.177,0.374,0.6,0.0
1.64,1.239,1.239,0.174,0.377,0.6,0.0
1.66,1.248,1.248,0.174,0.38,0.6,0.0
1.68,1.256,1.256,0.174,0.384,0.6,0.0
1.7,1.264,1.264,0.174,0.387,0.6,0.0
1.72,1.272,1.272,0.175,0.391,0.6,0.0
1.74,1.28,1.28,0.175,0.394,0.6,0.0
1.76,1.288,1.288,0.175,0.398,0.6,0.0
1.78,1.296,1.296,0.175,0.401,0.6,0.0
1.8,1.314,1.314,0.148,0.403,0.6,0.0
1.82,1.327,1.327,0.134,0.407,0.6,0.0
1.84,1.325,1.325,0.156,0.41,0.6,0.0
1.86,1.326,1.326,0.171,0.414,0.6,0.0
1.88,1.332,1.332,0.175,0.417,0.6,0.0
1.9,1.339,1.339,0.175,0.421,0.6,0.0
1.92,1.346,1.346,0.175,0.424,0.6,0.0
1.94,1.354,1.354,0.175,0.428,0.6,0.0
1.96,1.361,1.361,0.175,0.431,0.6,0.0
1.98,1.368,1.368,0.175,0.435,0.6,0.0
2.0,1.374,1.374,0.175,0.438,0.6,0.0
2.02,1.371,1.371,0.201,0.443,0.6,0.0
2.04,1.371,1.371,0.215,0.447,0.6,0.0
2.06,1.388,1.388,0.193,0.45,0.6,0.0
2.08,1.4,1.4,0.178,0.454,0.6,0.0
2.1,1.398,1.398,0.2,0.459,0.6,0.0
2.12,1.398,1.398,0.214,0.463,0.6,0.0
2.14,1.414,1.414,0.192,0.466,0.6,0.0
2.16,1.416,1.416,0.205,0.471,0.6,0.0
2.18,1.417,1.417,0.215,0.475,0.6,0.0
2.2,1.433,1.433,0.192,0.478,0.6,0.0
2.22,1.434,1.434,0.204,0.483,0.6,0.0
2.24,1.435,1.435,0.215,0.487,0.6,0.0
2.26,1.451,1.451,0.192,0.49,0.6,0.0
2.28,1.462,1.462,0.178,0.494,0.6,0.0
2.3,1.469,1.469,0.174,0.497,0.6,0.0
2.32,1.464,1.464,0.2,0.503,0.6,0.0
2.34,1.463,1.463,0.215,0.506,0.6,0.0
2.36,1.477,1.477,0.193,0.51,0.6,0.0
2.38,1.488,1.488,0.178,0.513,0.6,0.0
2.4,1.495,1.495,0.174,0.517,0.6,0.0
2.42,1.5,1.5,0.174,0.52,0.6,0.0
2.44,1.504,1.504,0.174,0.524,0.6,0.0
2.46,1.519,1.519,0.148,0.525,0.6,0.0
2.48,1.529,1.529,0.134,0.529,0.6,0.0
2.5,1.524,1.524,0.156,0.532,0.6,0.0
2.52,1.532,1.532,0.144,0.534,0.6,0.0
2.54,1.541,1.541,0.134,0.538,0.6,0.0
2.56,1.545,1.545,0.131,0.539,0.6,0.0
2.58,1.549,1.549,0.13,0.543,0.6,0.0
2.6,1.552,1.552,0.131,0.545,0.6,0.0
2.62,1.566,1.566,0.104,0.546,0.6,0.0
2.64,1.565,1.565,0.117,0.55,0.6,0.0
2.66,1.563,1.563,0.127,0.552,0.6,0.0
2.68,1.575,1.575,0.104,0.553,0.6,0.0
2.7,1.583,1.583,0.091,0.555,0.6,0.0
2.72,1.588,1.588,0.087,0.557,0.6,0.0
2.74,1.6,1.6,0.06,0.557,0.6,0.0
2.76,1.609,1.609,0.046,0.559,0.6,0.0
2.78,1.601,1.601,0.069,0.56,0.6,0.0
2.8,1.597,1.597,0.083,0.562,0.6,0.0
2.82,1.608,1.608,0.061,0.562,0.6,0.0
2.84,1.616,1.616,0.047,0.564,0.6,0.0
2.86,1.609,1.609,0.07,0.565,0.6,0.0
2.88,1.615,1.615,0.057,0.565,0.6,0.0
2.9,1.621,1.621,0.047,0.567,0.6,0.0
2.92,1.624,1.624,0.044,0.567,0.6,0.0
2.94,1.637,1.637,0.017,0.567,0.6,0.0
2.96,1.633,1.633,0.029,0.569,0.6,0.0
2.98,1.629,1.629,0.04,0.569,0.6,0.0
3.0,1.63,1.63,0.044,0.571,0.6,0.0
3.02,1.63,1.63,0.044,0.571,0.6,0.0
3.04,1.643,1.643,0.018,0.571,0.6,0.0
3.06,1.639,1.639,0.03,0.572,0.6,0.0
3.08,1.636,1.636,0.04,0.572,0.6,0.0
3.1,1.636,1.636,0.044,0.574,0.6,0.0
3.12,1.636,1.636,0.044,0.574,0.6,0.0
3.14,1.649,1.649,0.018,0.574,0.6,0.0
3.16,1.645,1.645,0.03,0.576,0.6,0.0
3.18,1.642,1.642,0.04,0.576,0.6,0.0
3.2,1.642,1.642,0.044,0.578,0.6,0.0
3.22,1.642,1.642,0.044,0.578,0.6,0.0
3.24,1.654,1.654,0.018,0.578,0.6,0.0
3.26,1.651,1.651,0.03,0.579,0.6,0.0
3.28,1.647,1.647,0.04,0.579,0.6,0.0
3.3,1.657,1.657,0.017,0.579,0.6,0.0
3.32,1.653,1.653,0.03,0.581,0.6,0.0
3.34,1.65,1.65,0.04,0.581,0.6,0.0
3.36,1.66,1.66,0.017,0.581,0.6,0.0
3.38,1.667,1.667,0.004,0.581,0.6,0.0
3.4,1.659,1.659,0.026,0.583,0.6,0.0
3.42,1.653,1.653,0.04,0.583,0.6,0.0
3.44,1.663,1.663,0.018,0.583,0.6,0.0
3.46,1.659,1.659,0.03,0.585,0.6,0.0
3.48,1.655,1.655,0.04,0.585,0.6,0.0
3.5,1.666,1.666,0.017,0.585,0.6,0.0
3.52,1.662,1.662,0.03,0.586,0.6,0.0
3.54,1.658,1.658,0.04,0.586,0.6,0.0
3.56,1.668,1.668,0.017,0.586,0.6,0.0
3.58,1.664,1.664,0.03,0.588,0.6,0.0
3.6,1.66,1.66,0.04,0.588,0.6,0.0
3.62,1.67,1.67,0.017,0.588,0.6,0.0
3.64,1.676,1.676,0.004,0.588,0.6,0.0
3.66,1.668,1.668,0.026,0.59,0.6,0.0
3.68,1.662,1.662,0.04,0.59,0.6,0.0
3.7,1.672,1.672,0.018,0.59,0.6,0.0
3.72,1.679,1.679,0.004,0.59,0.6,0.0
3.74,1.671,1.671,0.026,0.592,0.6,0.0
3.76,1.665,1.665,0.04,0.592,0.6,0.0
3.78,1.675,1.675,0.018,0.592,0.6,0.0
3.8,1.681,1.681,0.004,0.592,0.6,0.0
3.82,1.673,1.673,0.026,0.593,0.6,0.0
3.84,1.667,1.667,0.04,0.593,0.6,0.0
3.86,1.677,1.677,0.018,0.593,0.6,0.0
3.88,1.683,1.683,0.004,0.593,0.6,0.0
3.9,1.685,1.685,-0.0,0.593,0.6,0.0
3.92,1.685,1.685,-0.001,0.593,0.6,0.0
3.94,1.685,1.685,-0.0,0.593,0.6,0.0
3.96,1.685,1.685,-0.0,0.593,0.6,0.0
3.98,1.685,1.685,0.0,0.593,0.6,0.0
4.0,1.686,1.686,0.0,0.593,0.6,0.0
4.02,1.675,1.675,0.026,0.595,0.6,0.0
4.04,1.669,1.669,0.041,0.595,0.6,0.0
4.06,1.679,1.679,0.018,0.595,0.6,0.0
4.08,1.686,1.686,0.004,0.595,0.6,0.0
4.1,1.688,1.688,-0.0,0.595,0.6,0.0
4.12,1.688,1.688,-0.001,0.595,0.6,0.0
4.14,1.688,1.688,-0.0,0.595,0.6,0.0
4.16,1.688,1.688,-0.0,0.595,0.6,0.0
4.18,1.688,1.688,0.0,0.595,0.6,0.0
4.2,1.678,1.678,0.026,0.597,0.6,0.0
4.22,1.672,1.672,0.041,0.597,0.6,0.0
4.24,1.682,1.682,0.018,0.597,0.6,0.0
4.26,1.688,1.688,0.004,0.597,0.6,0.0
4.28,1.69,1.69,-0.0,0.597,0.6,0.0
4.3,1.69,1.69,-0.001,0.597,0.6,0.0
4.32,1.69,1.69,-0.0,0.597,0.6,0.0
4.34,1.69,1.69,-0.0,0.597,0.6,0.0
4.36,1.68,1.68,0.026,0.599,0.6,0.0
4.38,1.673,1.673,0.041,0.599,0.6,0.0
4.4,1.683,1.683,0.018,0.599,0.6,0.0
4.42,1.69,1.69,0.004,0.599,0.6,0.0
4.44,1.692,1.692,-0.0,0.599,0.6,0.0
4.46,1.692,1.692,-0.001,0.599,0.6,0.0
4.48,1.692,1.692,-0.0,0.599,0.6,0.0
4.5,1.691,1.691,-0.0,0.599,0.6,0.0
4.52,1.691,1.691,0.0,0.599,0.6,0.0
4.54,1.691,1.691,0.0,0.599,0.6,0.0
4.56,1.692,1.692,0.0,0.599,0.6,0.0
4.58,1.692,1.692,0.0,0.599,0.6,0.0
4.6,1.692,1.692,0.0,0.599,0.6,0.0
4.62,1.692,1.692,0.0,0.599,0.6,0.0
4.64,1.692,1.692,0.0,0.599,0.6,0.0
4.66,1.681,1.681,0.026,0.6,0.6,0.0
4.68,1.675,1.675,0.041,0.6,0.6,0.0
4.7,1.685,1.685,0.018,0.6,0.6,0.0
4.72,1.691,1.691,0.004,0.6,0.6,0.0
4.74,1.693,1.693,-0.0,0.6,0.6,0.0
4.76,1.693,1.693,-0.001,0.6,0.6,0.0
4.78,1.703,1.703,-0.027,0.599,0.6,0.0
4.8,1.709,1.709,-0.041,0.599,0.6,0.0
4.82,1.7,1.7,-0.018,0.599,0.6,0.0
4.84,1.693,1.693,-0.004,0.599,0.6,0.0
4.86,1.692,1.692,0.0,0.599,0.6,0.0
4.88,1.691,1.691,0.001,0.599,0.6,0.0
4.9,1.692,1.692,0.0,0.599,0.6,0.0
4.92,1.692,1.692,0.0,0.599,0.6,0.0
4.94,1.692,1.692,-0.0,0.599,0.6,0.0
4.96,1.692,1.692,-0.0,0.599,0.6,0.0
4.98,1.692,1.692,-0.0,0.599,0.6,0.0
5.0,1.692,1.692,-0.0,0.599,0.6,0.0
5.02,1.692,1.692,0.0,0.599,0.6,0.0
5.04,1.692,1.692,0.0,0.599,0.6,0.0
5.06,1.692,1.692,0.0,0.599,0.6,0.0
5.08,1.692,1.692,0.0,0.599,0.6,0.0
5.1,1.692,1.692,0.0,0.599,0.6,0.0
5.12,1.703,1.703,-0.026,0.597,0.6,0.0
5.14,1.709,1.709,-0.041,0.597,0.6,0.0
5.16,1.699,1.699,-0.018,0.597,0.6,0.0
5.18,1.693,1.693,-0.004,0.597,0.6,0.0
5.2,1.691,1.691,0.0,0.597,0.6,0.0
5.22,1.691,1.691,0.001,0.597,0.6,0.0
5.24,1.691,1.691,0.0,0.597,0.6,0.0
5.26,1.692,1.692,0.0,0.597,0.6,0.0
5.28,1.692,1.692,-0.0,0.597,0.6,0.0
5.3,1.692,1.692,-0.0,0.597,0.6,0.0
5.32,1.692,1.692,-0.0,0.597,0.6,0.0
5.34,1.692,1.692,-0.0,0.597,0.6,0.0
5.36,1.692,1.692,0.0,0.597,0.6,0.0
5.38,1.692,1.692,0.0,0.597,0.6,0.0
5.4,1.692,1.692,0.0,0.597,0.6,0.0
5.42,1.692,1.692,0.0,0.597,0.6,0.0
5.44,1.692,1.692,0.0,0.597,0.6,0.0
5.46,1.692,1.692,0.0,0.597,0.6,0.0
5.48,1.693,1.693,0.0,0.597,0.6,0.0
5.5,1.693,1.693,0.0,0.597,0.6,0.0
5.52,1.682,1.682,0.026,0.599,0.6,0.0
5.54,1.676,1.676,0.041,0.599,0.6,0.0
5.56,1.686,1.686,0.018,0.599,0.6,0.0
5.58,1.692,1.692,0.004,0.599,0.6,0.0
5.6,1.694,1.694,-0.0,0.599,0.6,0.0
5.62,1.694,1.694,-0.001,0.599,0.6,0.0
5.64,1.694,1.694,-0.0,0.599,0.6,0.0
5.66,1.694,1.694,-0.0,0.599,0.6,0.0
5.68,1.694,1.694,0.0,0.599,0.6,0.0
5.7,1.694,1.694,0.0,0.599,0.6,0.0
5.72,1.694,1.694,0.0,0.599,0.6,0.0
5.74,1.694,1.694,0.0,0.599,0.6,0.0
5.76,1.694,1.694,0.0,0.599,0.6,0.0
5.78,1.694,1.694,0.0,0.599,0.6,0.0
5.8,1.694,1.694,0.0,0.599,0.6,0.0
5.82,1.694,1.694,0.0,0.599,0.6,0.0
5.84,1.694,1.694,0.0,0.599,0.6,0.0
5.86,1.695,1.695,0.0,0.599,0.6,0.0
5.88,1.695,1.695,0.0,0.599,0.6,0.0
5.9,1.695,1.695,0.0,0.599,0.6,0.0
5.92,1.705,1.705,-0.026,0.597,0.6,0.0
5.94,1.711,1.711,-0.041,0.597,0.6,0.0
5.96,1.701,1.701,-0.018,0.597,0.6,0.0
5.98,1.695,1.695,-0.004,0.597,0.6,0.0
6.0,1.694,1.694,0.0,0.597,0.6,0.0
6.02,1.693,1.693,0.001,0.597,0.6,0.0
6.04,1.694,1.694,0.0,0.597,0.6,0.0
6.06,1.694,1.694,0.0,0.597,0.6,0.0
6.08,1.694,1.694,-0.0,0.597,0.6,0.0
6.1,1.694,1.694,-0.0,0.597,0.6,0.0
6.12,1.705,1.705,-0.026,0.595,0.6,0.0
